Stage Number;Stage Name;Tint Set;Conditions;Sky;Time Of Day;Surface;Track
69;Servisni zona;O;nosnow;heavycloud;morning;wet;worn
69;Servisni zona;S;nosnow;heavycloud;morning;wet;new
69;Servisni zona;S;nosnow;heavycloud;morning;wet;normal
69;Servisni zona;S;nosnow;heavycloud;morning;wet;worn
69;Servisni zona;O;nosnow;heavycloud;noon;dry;new
69;Servisni zona;O;nosnow;heavycloud;noon;dry;normal
69;Servisni zona;O;nosnow;heavycloud;noon;dry;worn
69;Servisni zona;S;nosnow;heavycloud;noon;dry;new
69;Servisni zona;S;nosnow;heavycloud;noon;dry;normal
69;Servisni zona;S;nosnow;heavycloud;noon;dry;worn
69;Servisni zona;O;nosnow;heavycloud;noon;damp;new
69;Servisni zona;O;nosnow;heavycloud;noon;damp;normal
69;Servisni zona;O;nosnow;heavycloud;noon;damp;worn
69;Servisni zona;S;nosnow;heavycloud;noon;damp;new
69;Servisni zona;S;nosnow;heavycloud;noon;damp;normal
69;Servisni zona;S;nosnow;heavycloud;noon;damp;worn
69;Servisni zona;O;nosnow;heavycloud;noon;wet;new
69;Servisni zona;O;nosnow;heavycloud;noon;wet;normal
69;Servisni zona;O;nosnow;heavycloud;noon;wet;worn
69;Servisni zona;S;nosnow;heavycloud;noon;wet;new
69;Servisni zona;S;nosnow;heavycloud;noon;wet;normal
69;Servisni zona;S;nosnow;heavycloud;noon;wet;worn
69;Servisni zona;O;nosnow;heavycloud;evening;dry;new
69;Servisni zona;O;nosnow;heavycloud;evening;dry;normal
69;Servisni zona;O;nosnow;heavycloud;evening;dry;worn
69;Servisni zona;S;nosnow;heavycloud;evening;dry;new
69;Servisni zona;S;nosnow;heavycloud;evening;dry;normal
69;Servisni zona;S;nosnow;heavycloud;evening;dry;worn
69;Servisni zona;O;nosnow;heavycloud;evening;damp;new
69;Servisni zona;O;nosnow;heavycloud;evening;damp;normal
69;Servisni zona;O;nosnow;heavycloud;evening;damp;worn
69;Servisni zona;S;nosnow;heavycloud;evening;damp;new
69;Servisni zona;S;nosnow;heavycloud;evening;damp;normal
69;Servisni zona;S;nosnow;heavycloud;evening;damp;worn
69;Servisni zona;O;nosnow;heavycloud;evening;wet;new
69;Servisni zona;O;nosnow;heavycloud;evening;wet;normal
69;Servisni zona;O;nosnow;heavycloud;evening;wet;worn
69;Servisni zona;S;nosnow;heavycloud;evening;wet;new
69;Servisni zona;S;nosnow;heavycloud;evening;wet;normal
69;Servisni zona;S;nosnow;heavycloud;evening;wet;worn
69;Servisni zona;O;lightsnow;heavycloud;morning;dry;new
69;Servisni zona;O;lightsnow;heavycloud;morning;dry;normal
69;Servisni zona;O;lightsnow;heavycloud;morning;dry;worn
69;Servisni zona;S;lightsnow;heavycloud;morning;dry;new
69;Servisni zona;S;lightsnow;heavycloud;morning;dry;normal
69;Servisni zona;S;lightsnow;heavycloud;morning;dry;worn
69;Servisni zona;O;lightsnow;heavycloud;morning;damp;new
69;Servisni zona;O;lightsnow;heavycloud;morning;damp;normal
69;Servisni zona;O;lightsnow;heavycloud;morning;damp;worn
69;Servisni zona;S;lightsnow;heavycloud;morning;damp;new
69;Servisni zona;S;lightsnow;heavycloud;morning;damp;normal
69;Servisni zona;S;lightsnow;heavycloud;morning;damp;worn
69;Servisni zona;O;lightsnow;heavycloud;morning;wet;new
69;Servisni zona;O;lightsnow;heavycloud;morning;wet;normal
69;Servisni zona;O;lightsnow;heavycloud;morning;wet;worn
69;Servisni zona;S;lightsnow;heavycloud;morning;wet;new
69;Servisni zona;S;lightsnow;heavycloud;morning;wet;normal
69;Servisni zona;S;lightsnow;heavycloud;morning;wet;worn
69;Servisni zona;O;lightsnow;heavycloud;noon;dry;new
69;Servisni zona;O;lightsnow;heavycloud;noon;dry;normal
69;Servisni zona;O;lightsnow;heavycloud;noon;dry;worn
69;Servisni zona;S;lightsnow;heavycloud;noon;dry;new
69;Servisni zona;S;lightsnow;heavycloud;noon;dry;normal
69;Servisni zona;S;lightsnow;heavycloud;noon;dry;worn
69;Servisni zona;O;lightsnow;heavycloud;noon;damp;new
69;Servisni zona;O;lightsnow;heavycloud;noon;damp;normal
69;Servisni zona;O;lightsnow;heavycloud;noon;damp;worn
69;Servisni zona;S;lightsnow;heavycloud;noon;damp;new
69;Servisni zona;S;lightsnow;heavycloud;noon;damp;normal
69;Servisni zona;S;lightsnow;heavycloud;noon;damp;worn
69;Servisni zona;O;lightsnow;heavycloud;noon;wet;new
69;Servisni zona;O;lightsnow;heavycloud;noon;wet;normal
69;Servisni zona;O;lightsnow;heavycloud;noon;wet;worn
69;Servisni zona;S;lightsnow;heavycloud;noon;wet;new
69;Servisni zona;S;lightsnow;heavycloud;noon;wet;normal
69;Servisni zona;S;lightsnow;heavycloud;noon;wet;worn
69;Servisni zona;O;lightsnow;heavycloud;evening;dry;new
69;Servisni zona;O;lightsnow;heavycloud;evening;dry;normal
69;Servisni zona;O;lightsnow;heavycloud;evening;dry;worn
69;Servisni zona;S;lightsnow;heavycloud;evening;dry;new
69;Servisni zona;S;lightsnow;heavycloud;evening;dry;normal
69;Servisni zona;S;lightsnow;heavycloud;evening;dry;worn
69;Servisni zona;O;lightsnow;heavycloud;evening;damp;new
69;Servisni zona;O;lightsnow;heavycloud;evening;damp;normal
69;Servisni zona;O;lightsnow;heavycloud;evening;damp;worn
69;Servisni zona;S;lightsnow;heavycloud;evening;damp;new
69;Servisni zona;S;lightsnow;heavycloud;evening;damp;normal
69;Servisni zona;S;lightsnow;heavycloud;evening;damp;worn
69;Servisni zona;O;lightsnow;heavycloud;evening;wet;new
69;Servisni zona;O;lightsnow;heavycloud;evening;wet;normal
69;Servisni zona;O;lightsnow;heavycloud;evening;wet;worn
69;Servisni zona;S;lightsnow;heavycloud;evening;wet;new
69;Servisni zona;S;lightsnow;heavycloud;evening;wet;normal
69;Servisni zona;S;lightsnow;heavycloud;evening;wet;worn
69;Servisni zona;O;heavysnow;heavycloud;morning;dry;new
69;Servisni zona;O;heavysnow;heavycloud;morning;dry;normal
69;Servisni zona;O;heavysnow;heavycloud;morning;dry;worn
69;Servisni zona;S;heavysnow;heavycloud;morning;dry;new
69;Servisni zona;S;heavysnow;heavycloud;morning;dry;normal
69;Servisni zona;S;heavysnow;heavycloud;morning;dry;worn
69;Servisni zona;O;heavysnow;heavycloud;morning;damp;new
69;Servisni zona;O;heavysnow;heavycloud;morning;damp;normal
69;Servisni zona;O;heavysnow;heavycloud;morning;damp;worn
69;Servisni zona;S;heavysnow;heavycloud;morning;damp;new
69;Servisni zona;S;heavysnow;heavycloud;morning;damp;normal
69;Servisni zona;S;heavysnow;heavycloud;morning;damp;worn
69;Servisni zona;O;heavysnow;heavycloud;morning;wet;new
69;Servisni zona;O;heavysnow;heavycloud;morning;wet;normal
69;Servisni zona;O;heavysnow;heavycloud;morning;wet;worn
69;Servisni zona;S;heavysnow;heavycloud;morning;wet;new
69;Servisni zona;S;heavysnow;heavycloud;morning;wet;normal
69;Servisni zona;S;heavysnow;heavycloud;morning;wet;worn
69;Servisni zona;O;heavysnow;heavycloud;noon;dry;new
69;Servisni zona;O;heavysnow;heavycloud;noon;dry;normal
69;Servisni zona;O;heavysnow;heavycloud;noon;dry;worn
69;Servisni zona;S;heavysnow;heavycloud;noon;dry;new
69;Servisni zona;S;heavysnow;heavycloud;noon;dry;normal
69;Servisni zona;S;heavysnow;heavycloud;noon;dry;worn
69;Servisni zona;O;heavysnow;heavycloud;noon;damp;new
69;Servisni zona;O;heavysnow;heavycloud;noon;damp;normal
69;Servisni zona;O;heavysnow;heavycloud;noon;damp;worn
69;Servisni zona;S;heavysnow;heavycloud;noon;damp;new
69;Servisni zona;S;heavysnow;heavycloud;noon;damp;normal
69;Servisni zona;S;heavysnow;heavycloud;noon;damp;worn
69;Servisni zona;O;heavysnow;heavycloud;noon;wet;new
69;Servisni zona;O;heavysnow;heavycloud;noon;wet;normal
69;Servisni zona;O;heavysnow;heavycloud;noon;wet;worn
69;Servisni zona;S;heavysnow;heavycloud;noon;wet;new
69;Servisni zona;S;heavysnow;heavycloud;noon;wet;normal
69;Servisni zona;S;heavysnow;heavycloud;noon;wet;worn
69;Servisni zona;O;heavysnow;heavycloud;evening;dry;new
69;Servisni zona;O;heavysnow;heavycloud;evening;dry;normal
69;Servisni zona;O;heavysnow;heavycloud;evening;dry;worn
69;Servisni zona;S;heavysnow;heavycloud;evening;dry;new
69;Servisni zona;S;heavysnow;heavycloud;evening;dry;normal
69;Servisni zona;S;heavysnow;heavycloud;evening;dry;worn
69;Servisni zona;O;heavysnow;heavycloud;evening;damp;new
69;Servisni zona;O;heavysnow;heavycloud;evening;damp;normal
69;Servisni zona;O;heavysnow;heavycloud;evening;damp;worn
69;Servisni zona;S;heavysnow;heavycloud;evening;damp;new
69;Servisni zona;S;heavysnow;heavycloud;evening;damp;normal
69;Servisni zona;S;heavysnow;heavycloud;evening;damp;worn
69;Servisni zona;O;heavysnow;heavycloud;evening;wet;new
69;Servisni zona;O;heavysnow;heavycloud;evening;wet;normal
69;Servisni zona;O;heavysnow;heavycloud;evening;wet;worn
69;Servisni zona;S;heavysnow;heavycloud;evening;wet;new
69;Servisni zona;S;heavysnow;heavycloud;evening;wet;normal
69;Servisni zona;S;heavysnow;heavycloud;evening;wet;worn
69;Servisni zona;O;lightfog;heavycloud;morning;dry;new
69;Servisni zona;O;lightfog;heavycloud;morning;dry;normal
69;Servisni zona;O;lightfog;heavycloud;morning;dry;worn
69;Servisni zona;S;lightfog;heavycloud;morning;dry;new
69;Servisni zona;S;lightfog;heavycloud;morning;dry;normal
69;Servisni zona;S;lightfog;heavycloud;morning;dry;worn
69;Servisni zona;O;lightfog;heavycloud;morning;damp;new
69;Servisni zona;O;lightfog;heavycloud;morning;damp;normal
69;Servisni zona;O;lightfog;heavycloud;morning;damp;worn
69;Servisni zona;S;lightfog;heavycloud;morning;damp;new
69;Servisni zona;S;lightfog;heavycloud;morning;damp;normal
69;Servisni zona;S;lightfog;heavycloud;morning;damp;worn
69;Servisni zona;O;lightfog;heavycloud;morning;wet;new
69;Servisni zona;O;lightfog;heavycloud;morning;wet;normal
69;Servisni zona;O;lightfog;heavycloud;morning;wet;worn
69;Servisni zona;S;lightfog;heavycloud;morning;wet;new
69;Servisni zona;S;lightfog;heavycloud;morning;wet;normal
69;Servisni zona;S;lightfog;heavycloud;morning;wet;worn
69;Servisni zona;O;lightfog;heavycloud;noon;dry;new
69;Servisni zona;O;lightfog;heavycloud;noon;dry;normal
69;Servisni zona;O;lightfog;heavycloud;noon;dry;worn
69;Servisni zona;S;lightfog;heavycloud;noon;dry;new
69;Servisni zona;S;lightfog;heavycloud;noon;dry;normal
69;Servisni zona;S;lightfog;heavycloud;noon;dry;worn
69;Servisni zona;O;lightfog;heavycloud;noon;damp;new
69;Servisni zona;O;lightfog;heavycloud;noon;damp;normal
69;Servisni zona;O;lightfog;heavycloud;noon;damp;worn
69;Servisni zona;S;lightfog;heavycloud;noon;damp;new
69;Servisni zona;S;lightfog;heavycloud;noon;damp;normal
69;Servisni zona;S;lightfog;heavycloud;noon;damp;worn
69;Servisni zona;O;lightfog;heavycloud;noon;wet;new
69;Servisni zona;O;lightfog;heavycloud;noon;wet;normal
69;Servisni zona;O;lightfog;heavycloud;noon;wet;worn
69;Servisni zona;S;lightfog;heavycloud;noon;wet;new
69;Servisni zona;S;lightfog;heavycloud;noon;wet;normal
69;Servisni zona;S;lightfog;heavycloud;noon;wet;worn
69;Servisni zona;O;lightfog;heavycloud;evening;dry;new
69;Servisni zona;O;lightfog;heavycloud;evening;dry;normal
69;Servisni zona;O;lightfog;heavycloud;evening;dry;worn
69;Servisni zona;S;lightfog;heavycloud;evening;dry;new
69;Servisni zona;S;lightfog;heavycloud;evening;dry;normal
69;Servisni zona;S;lightfog;heavycloud;evening;dry;worn
69;Servisni zona;O;lightfog;heavycloud;evening;damp;new
69;Servisni zona;O;lightfog;heavycloud;evening;damp;normal
69;Servisni zona;O;lightfog;heavycloud;evening;damp;worn
69;Servisni zona;S;lightfog;heavycloud;evening;damp;new
69;Servisni zona;S;lightfog;heavycloud;evening;damp;normal
69;Servisni zona;S;lightfog;heavycloud;evening;damp;worn
69;Servisni zona;O;lightfog;heavycloud;evening;wet;new
69;Servisni zona;O;lightfog;heavycloud;evening;wet;normal
69;Servisni zona;O;lightfog;heavycloud;evening;wet;worn
69;Servisni zona;S;lightfog;heavycloud;evening;wet;new
69;Servisni zona;S;lightfog;heavycloud;evening;wet;normal
69;Servisni zona;S;lightfog;heavycloud;evening;wet;worn
70;Prospect Ridge II A;N;crisp;clear;noon;dry;new
70;Prospect Ridge II A;N;crisp;clear;noon;dry;normal
70;Prospect Ridge II A;N;crisp;clear;noon;dry;worn
70;Prospect Ridge II A;N;crisp;clear;noon;damp;new
70;Prospect Ridge II A;N;crisp;clear;noon;damp;normal
70;Prospect Ridge II A;N;crisp;clear;noon;damp;worn
70;Prospect Ridge II A;N;crisp;clear;noon;wet;new
70;Prospect Ridge II A;N;crisp;clear;noon;wet;normal
70;Prospect Ridge II A;N;crisp;clear;noon;wet;worn
70;Prospect Ridge II A;N;crisp;partcloud;noon;dry;new
70;Prospect Ridge II A;N;crisp;partcloud;noon;dry;normal
70;Prospect Ridge II A;N;crisp;partcloud;noon;dry;worn
70;Prospect Ridge II A;N;crisp;partcloud;noon;damp;new
70;Prospect Ridge II A;N;crisp;partcloud;noon;damp;normal
70;Prospect Ridge II A;N;crisp;partcloud;noon;damp;worn
70;Prospect Ridge II A;N;crisp;partcloud;noon;wet;new
70;Prospect Ridge II A;N;crisp;partcloud;noon;wet;normal
70;Prospect Ridge II A;N;crisp;partcloud;noon;wet;worn
70;Prospect Ridge II A;N;hazy;clear;noon;dry;new
70;Prospect Ridge II A;N;hazy;clear;noon;dry;normal
70;Prospect Ridge II A;N;hazy;clear;noon;dry;worn
70;Prospect Ridge II A;N;hazy;clear;noon;damp;new
70;Prospect Ridge II A;N;hazy;clear;noon;damp;normal
70;Prospect Ridge II A;N;hazy;clear;noon;damp;worn
70;Prospect Ridge II A;N;hazy;clear;noon;wet;new
70;Prospect Ridge II A;N;hazy;clear;noon;wet;normal
70;Prospect Ridge II A;N;hazy;clear;noon;wet;worn
70;Prospect Ridge II A;N;hazy;partcloud;noon;dry;new
70;Prospect Ridge II A;N;hazy;partcloud;noon;dry;normal
70;Prospect Ridge II A;N;hazy;partcloud;noon;dry;worn
70;Prospect Ridge II A;N;hazy;partcloud;noon;damp;new
70;Prospect Ridge II A;N;hazy;partcloud;noon;damp;normal
70;Prospect Ridge II A;N;hazy;partcloud;noon;damp;worn
70;Prospect Ridge II A;N;hazy;partcloud;noon;wet;new
70;Prospect Ridge II A;N;hazy;partcloud;noon;wet;normal
70;Prospect Ridge II A;N;hazy;partcloud;noon;wet;worn
70;Prospect Ridge II A;O;norain;lightcloud;noon;dry;new
70;Prospect Ridge II A;O;norain;lightcloud;noon;dry;normal
70;Prospect Ridge II A;O;norain;lightcloud;noon;dry;worn
70;Prospect Ridge II A;O;norain;lightcloud;noon;damp;new
70;Prospect Ridge II A;O;norain;lightcloud;noon;damp;normal
70;Prospect Ridge II A;O;norain;lightcloud;noon;damp;worn
70;Prospect Ridge II A;O;norain;lightcloud;noon;wet;new
70;Prospect Ridge II A;O;norain;lightcloud;noon;wet;normal
70;Prospect Ridge II A;O;norain;lightcloud;noon;wet;worn
70;Prospect Ridge II A;O;lightrain;heavycloud;noon;dry;new
70;Prospect Ridge II A;O;lightrain;heavycloud;noon;dry;normal
70;Prospect Ridge II A;O;lightrain;heavycloud;noon;dry;worn
70;Prospect Ridge II A;O;lightrain;heavycloud;noon;damp;new
70;Prospect Ridge II A;O;lightrain;heavycloud;noon;damp;normal
70;Prospect Ridge II A;O;lightrain;heavycloud;noon;damp;worn
70;Prospect Ridge II A;O;lightrain;heavycloud;noon;wet;new
70;Prospect Ridge II A;O;lightrain;heavycloud;noon;wet;normal
70;Prospect Ridge II A;O;lightrain;heavycloud;noon;wet;worn
70;Prospect Ridge II A;O;heavyrain;heavycloud;noon;dry;new
70;Prospect Ridge II A;O;heavyrain;heavycloud;noon;dry;normal
70;Prospect Ridge II A;O;heavyrain;heavycloud;noon;dry;worn
70;Prospect Ridge II A;O;heavyrain;heavycloud;noon;damp;new
70;Prospect Ridge II A;O;heavyrain;heavycloud;noon;damp;normal
70;Prospect Ridge II A;O;heavyrain;heavycloud;noon;damp;worn
70;Prospect Ridge II A;O;heavyrain;heavycloud;noon;wet;new
70;Prospect Ridge II A;O;heavyrain;heavycloud;noon;wet;normal
70;Prospect Ridge II A;O;heavyrain;heavycloud;noon;wet;worn
71;Rally School Stage;M;crisp;clear;morning;dry;new
71;Rally School Stage;M;crisp;clear;morning;dry;normal
71;Rally School Stage;M;crisp;clear;morning;dry;worn
71;Rally School Stage;M;crisp;partcloud;morning;dry;new
71;Rally School Stage;M;crisp;partcloud;morning;dry;normal
71;Rally School Stage;M;crisp;partcloud;morning;dry;worn
71;Rally School Stage;M;hazy;clear;morning;dry;new
71;Rally School Stage;M;hazy;clear;morning;dry;normal
71;Rally School Stage;M;hazy;clear;morning;dry;worn
71;Rally School Stage;M;hazy;partcloud;morning;dry;new
71;Rally School Stage;M;hazy;partcloud;morning;dry;normal
71;Rally School Stage;M;hazy;partcloud;morning;dry;worn
72;Treninkova plocha;M;crisp;clear;morning;dry;new
72;Treninkova plocha;M;crisp;clear;morning;dry;normal
72;Treninkova plocha;M;crisp;clear;morning;dry;worn
73;Test: Rucni brzda (asfalt);M;crisp;clear;morning;dry;new
73;Test: Rucni brzda (asfalt);M;crisp;clear;morning;dry;normal
73;Test: Rucni brzda (asfalt);M;crisp;clear;morning;dry;worn
73;Test: Rucni brzda (asfalt);M;hazy;partcloud;morning;dry;new
73;Test: Rucni brzda (asfalt);M;hazy;partcloud;morning;dry;normal
73;Test: Rucni brzda (asfalt);M;hazy;partcloud;morning;dry;worn
74;Test: Rychlostni zkouska;M;crisp;partcloud;morning;dry;new
74;Test: Rychlostni zkouska;M;crisp;partcloud;morning;dry;normal
74;Test: Rychlostni zkouska;M;crisp;partcloud;morning;dry;worn
75;Test: Skandinavska otocka;M;crisp;partcloud;morning;dry;new
75;Test: Skandinavska otocka;M;crisp;partcloud;morning;dry;normal
75;Test: Skandinavska otocka;M;crisp;partcloud;morning;dry;worn
76;Test: Pretaceni (vladni plynem);M;crisp;partcloud;morning;dry;new
76;Test: Pretaceni (vladni plynem);M;crisp;partcloud;morning;dry;normal
76;Test: Pretaceni (vladni plynem);M;crisp;partcloud;morning;dry;worn
77;Test: Pretaceni (brzdi levou);M;crisp;partcloud;morning;dry;new
77;Test: Pretaceni (brzdi levou);M;crisp;partcloud;morning;dry;normal
77;Test: Pretaceni (brzdi levou);M;crisp;partcloud;morning;dry;worn
78;Test: Rucni brzda (sotolina);M;crisp;partcloud;morning;dry;new
78;Test: Rucni brzda (sotolina);M;crisp;partcloud;morning;dry;normal
78;Test: Rucni brzda (sotolina);M;crisp;partcloud;morning;dry;worn
79;Test: Rychla jizda se spolujezdcem;M;crisp;partcloud;morning;dry;new
79;Test: Rychla jizda se spolujezdcem;M;crisp;partcloud;morning;dry;normal
79;Test: Rychla jizda se spolujezdcem;M;crisp;partcloud;morning;dry;worn
80;Test: Kvalifikacni jizda;M;hazy;lightcloud;morning;dry;new
80;Test: Kvalifikacni jizda;M;hazy;lightcloud;morning;dry;normal
80;Test: Kvalifikacni jizda;M;hazy;lightcloud;morning;dry;worn
81;Test: Uvod a zakladni ovladani;M;hazy;lightcloud;morning;dry;new
81;Test: Uvod a zakladni ovladani;M;hazy;lightcloud;morning;dry;normal
81;Test: Uvod a zakladni ovladani;M;hazy;lightcloud;morning;dry;worn
82;Test: Smerovani vozu a razeni;M;hazy;lightcloud;morning;dry;new
82;Test: Smerovani vozu a razeni;M;hazy;lightcloud;morning;dry;normal
82;Test: Smerovani vozu a razeni;M;hazy;lightcloud;morning;dry;worn
83;Test: Test brzdeni (sotolina);M;hazy;lightcloud;morning;dry;new
83;Test: Test brzdeni (sotolina);M;hazy;lightcloud;morning;dry;normal
83;Test: Test brzdeni (sotolina);M;hazy;lightcloud;morning;dry;worn
84;Test: Rizeny smyk;M;hazy;lightcloud;morning;dry;new
84;Test: Rizeny smyk;M;hazy;lightcloud;morning;dry;normal
84;Test: Rizeny smyk;M;hazy;lightcloud;morning;dry;worn
85;Test: Zaklady ovladani (asfalt);M;hazy;lightcloud;morning;dry;new
85;Test: Zaklady ovladani (asfalt);M;hazy;lightcloud;morning;dry;normal
85;Test: Zaklady ovladani (asfalt);M;hazy;lightcloud;morning;dry;worn
86;Test: Test brzdeni (asfalt);M;hazy;lightcloud;morning;dry;new
86;Test: Test brzdeni (asfalt);M;hazy;lightcloud;morning;dry;normal
86;Test: Test brzdeni (asfalt);M;hazy;lightcloud;morning;dry;worn
87;Test: Zaklady jizdy a razeni;M;hazy;lightcloud;morning;dry;new
87;Test: Zaklady jizdy a razeni;M;hazy;lightcloud;morning;dry;normal
87;Test: Zaklady jizdy a razeni;M;hazy;lightcloud;morning;dry;worn
88;Test: Mekky podvozek;M;hazy;lightcloud;morning;dry;new
88;Test: Mekky podvozek;M;hazy;lightcloud;morning;dry;normal
88;Test: Mekky podvozek;M;hazy;lightcloud;morning;dry;worn
89;Test: Tvrdy podvozek;M;hazy;lightcloud;morning;dry;new
89;Test: Tvrdy podvozek;M;hazy;lightcloud;morning;dry;normal
89;Test: Tvrdy podvozek;M;hazy;lightcloud;morning;dry;worn
90;Rally School Stage II;M;crisp;clear;morning;dry;new
90;Rally School Stage II;M;crisp;clear;morning;dry;normal
90;Rally School Stage II;M;crisp;clear;morning;dry;worn
90;Rally School Stage II;M;crisp;partcloud;morning;dry;new
90;Rally School Stage II;M;crisp;partcloud;morning;dry;normal
90;Rally School Stage II;M;crisp;partcloud;morning;dry;worn
90;Rally School Stage II;M;hazy;clear;morning;dry;new
90;Rally School Stage II;M;hazy;clear;morning;dry;normal
90;Rally School Stage II;M;hazy;clear;morning;dry;worn
90;Rally School Stage II;M;hazy;partcloud;morning;dry;new
90;Rally School Stage II;M;hazy;partcloud;morning;dry;normal
90;Rally School Stage II;M;hazy;partcloud;morning;dry;worn
94;Stryckovy okruh;M;crisp;clear;morning;dry;new
94;Stryckovy okruh;M;crisp;clear;morning;damp;new
94;Stryckovy okruh;M;crisp;clear;morning;wet;new
94;Stryckovy okruh;M;crisp;partcloud;morning;dry;new
94;Stryckovy okruh;M;crisp;partcloud;morning;damp;new
94;Stryckovy okruh;M;crisp;partcloud;morning;wet;new
94;Stryckovy okruh;O;hazy;clear;morning;dry;new
94;Stryckovy okruh;O;hazy;clear;morning;damp;new
94;Stryckovy okruh;O;hazy;clear;morning;wet;new
94;Stryckovy okruh;O;hazy;heavycloud;morning;dry;new
94;Stryckovy okruh;O;hazy;heavycloud;morning;damp;new
94;Stryckovy okruh;O;hazy;heavycloud;morning;wet;new
94;Stryckovy okruh;O;lightrain;heavycloud;morning;dry;new
94;Stryckovy okruh;O;lightrain;heavycloud;morning;damp;new
94;Stryckovy okruh;O;lightrain;heavycloud;morning;wet;new
94;Stryckovy okruh;O;heavyrain;heavycloud;morning;dry;new
94;Stryckovy okruh;O;heavyrain;heavycloud;morning;damp;new
94;Stryckovy okruh;O;heavyrain;heavycloud;morning;wet;new
94;Stryckovy okruh;O;lightfog;heavycloud;morning;dry;new
94;Stryckovy okruh;O;lightfog;heavycloud;morning;damp;new
94;Stryckovy okruh;O;lightfog;heavycloud;morning;wet;new
94;Stryckovy okruh;O;heavyfog;heavycloud;morning;dry;new
94;Stryckovy okruh;O;heavyfog;heavycloud;morning;damp;new
94;Stryckovy okruh;O;heavyfog;heavycloud;morning;wet;new
95;Sumburk 2007;N;crisp;clear;noon;dry;new
95;Sumburk 2007;N;crisp;clear;noon;dry;worn
95;Sumburk 2007;N;crisp;clear;noon;damp;new
95;Sumburk 2007;N;crisp;clear;noon;wet;new
95;Sumburk 2007;N;crisp;partcloud;noon;dry;new
95;Sumburk 2007;N;crisp;partcloud;noon;dry;worn
95;Sumburk 2007;N;crisp;partcloud;noon;damp;new
95;Sumburk 2007;N;crisp;partcloud;noon;wet;new
95;Sumburk 2007;N;hazy;clear;noon;dry;new
95;Sumburk 2007;N;hazy;clear;noon;dry;worn
95;Sumburk 2007;N;hazy;clear;noon;damp;new
95;Sumburk 2007;N;hazy;clear;noon;wet;new
95;Sumburk 2007;O;hazy;heavycloud;noon;dry;new
95;Sumburk 2007;O;hazy;heavycloud;noon;dry;worn
95;Sumburk 2007;O;hazy;heavycloud;noon;damp;new
95;Sumburk 2007;O;hazy;heavycloud;noon;wet;new
95;Sumburk 2007;N;norain;lightcloud;noon;dry;new
95;Sumburk 2007;N;norain;lightcloud;noon;dry;worn
95;Sumburk 2007;O;norain;lightcloud;noon;dry;new
95;Sumburk 2007;O;norain;lightcloud;noon;dry;worn
95;Sumburk 2007;N;norain;lightcloud;noon;damp;new
95;Sumburk 2007;O;norain;lightcloud;noon;damp;new
95;Sumburk 2007;N;norain;lightcloud;noon;wet;new
95;Sumburk 2007;O;norain;lightcloud;noon;wet;new
95;Sumburk 2007;O;norain;heavycloud;noon;dry;new
95;Sumburk 2007;O;norain;heavycloud;noon;dry;worn
95;Sumburk 2007;O;norain;heavycloud;noon;damp;new
95;Sumburk 2007;O;norain;heavycloud;noon;wet;new
95;Sumburk 2007;O;lightrain;heavycloud;noon;dry;new
95;Sumburk 2007;O;lightrain;heavycloud;noon;dry;worn
95;Sumburk 2007;O;lightrain;heavycloud;noon;damp;new
95;Sumburk 2007;O;lightrain;heavycloud;noon;wet;new
95;Sumburk 2007;O;heavyrain;heavycloud;noon;dry;new
95;Sumburk 2007;O;heavyrain;heavycloud;noon;dry;worn
95;Sumburk 2007;O;heavyrain;heavycloud;noon;damp;new
95;Sumburk 2007;O;heavyrain;heavycloud;noon;wet;new
96;Sosnova;E;crisp;clear;evening;dry;new
96;Sosnova;E;crisp;clear;evening;damp;new
96;Sosnova;E;crisp;clear;evening;wet;new
96;Sosnova;E;crisp;partcloud;evening;dry;new
96;Sosnova;E;crisp;partcloud;evening;damp;new
96;Sosnova;E;crisp;partcloud;evening;wet;new
96;Sosnova;O;hazy;clear;evening;dry;new
96;Sosnova;O;hazy;clear;evening;damp;new
96;Sosnova;O;hazy;clear;evening;wet;new
96;Sosnova;O;lightrain;heavycloud;evening;dry;new
96;Sosnova;O;lightrain;heavycloud;evening;damp;new
96;Sosnova;O;lightrain;heavycloud;evening;wet;new
96;Sosnova;O;heavyrain;heavycloud;evening;dry;new
96;Sosnova;O;heavyrain;heavycloud;evening;damp;new
96;Sosnova;O;heavyrain;heavycloud;evening;wet;new
96;Sosnova;O;lightfog;heavycloud;evening;dry;new
96;Sosnova;O;lightfog;heavycloud;evening;damp;new
96;Sosnova;O;lightfog;heavycloud;evening;wet;new
99;Zadverice;O;crisp;clear;morning;dry;new
99;Zadverice;O;crisp;clear;morning;damp;new
99;Zadverice;O;crisp;clear;morning;wet;new
99;Zadverice;O;crisp;partcloud;noon;dry;new
99;Zadverice;O;crisp;partcloud;noon;damp;new
99;Zadverice;O;crisp;partcloud;noon;wet;new
99;Zadverice;O;lightrain;heavycloud;noon;dry;new
99;Zadverice;O;lightrain;heavycloud;noon;damp;new
99;Zadverice;O;lightrain;heavycloud;noon;wet;new
99;Zadverice;O;heavyrain;heavycloud;noon;dry;new
99;Zadverice;O;heavyrain;heavycloud;noon;damp;new
99;Zadverice;O;heavyrain;heavycloud;noon;wet;new
99;Zadverice;O;lightfog;heavycloud;evening;dry;new
99;Zadverice;O;lightfog;heavycloud;evening;damp;new
